,0,1,2,3,4
0,656.0,2883.0,1472.0,46.803702232752286,52.0
1,657.0,1314.0,2895.0,0.0,25.0
2,658.0,2883.0,1472.0,46.803702232752286,52.0
3,659.0,1034.0,1849.0,345.502813953638,23.0
4,664.0,3297.0,2567.0,80.2828692549528,65.0
5,65.0,1776.0,2445.0,44.7607610526257,34.0
6,668.0,3041.0,1144.0,43.6119883098781,62.0
7,671.0,1241.0,693.0,358.165898115543,21.0
8,672.0,2543.0,1764.0,46.386882959900504,53.0
9,674.0,3260.0,2397.0,75.16113955927179,64.0
10,680.0,1071.0,2518.0,328.093638182738,25.0
11,681.0,973.0,2591.0,312.705288495913,15.0
12,683.0,1144.0,2457.0,339.448845726667,24.0
13,684.0,1265.0,2360.0,354.94432208626,24.0
14,686.0,1375.0,2129.0,4.39858541986771,24.0
15,688.0,1326.0,2202.0,0.95823901593201,24.0
16,690.0,1521.0,1910.0,11.4746436542536,33.0
17,691.0,1521.0,1898.0,11.340133335880802,33.0
18,693.0,1496.0,1934.0,10.366654948956699,23.0
19,696.0,1849.0,2251.0,38.7448890371956,34.0
20,697.0,1837.0,2092.0,32.1746009089766,34.0
21,698.0,1800.0,1946.0,26.320124249555697,33.0
22,689.0,1472.0,1083.0,4.8143912298771205,22.0
23,701.0,3200.0,85.0,32.9555237917121,60.0
24,704.0,2482.0,85.0,21.875217221293106,40.0
25,709.0,1679.0,73.0,7.12127505598222,30.0
26,710.0,1509.0,85.0,3.8348242053411696,30.0
27,727.0,742.0,304.0,347.962443545901,10.0
28,728.0,803.0,438.0,348.64101580584395,10.0
29,729.0,827.0,596.0,348.436143940801,11.0
30,730.0,754.0,754.0,345.82107707694604,11.0
31,731.0,2895.0,1472.0,47.02148688076471,52.0
32,732.0,2895.0,1472.0,47.02148688076471,52.0
33,733.0,2895.0,1472.0,47.02148688076471,52.0
34,734.0,2895.0,1472.0,47.02148688076471,52.0
35,735.0,2895.0,1460.0,46.781445110041396,52.0
36,736.0,2895.0,1460.0,46.781445110041396,52.0
37,737.0,2895.0,1460.0,46.781445110041396,52.0
38,738.0,2895.0,1460.0,46.781445110041396,52.0
39,739.0,2895.0,1460.0,46.781445110041396,52.0
40,740.0,2895.0,1460.0,46.781445110041396,52.0
41,742.0,2895.0,1460.0,46.781445110041396,52.0
42,743.0,2895.0,1460.0,46.781445110041396,52.0
43,744.0,2895.0,1460.0,46.781445110041396,52.0
44,745.0,2895.0,1460.0,46.781445110041396,52.0
45,746.0,2895.0,1460.0,46.781445110041396,52.0
46,748.0,2895.0,1460.0,46.781445110041396,52.0
47,749.0,2895.0,1460.0,46.781445110041396,52.0
48,750.0,2895.0,1460.0,46.781445110041396,52.0
49,753.0,2895.0,1460.0,46.781445110041396,52.0
50,755.0,2895.0,1460.0,46.781445110041396,52.0
51,756.0,2895.0,1460.0,46.781445110041396,52.0
52,757.0,2895.0,1460.0,46.781445110041396,52.0
53,758.0,2895.0,1460.0,46.781445110041396,52.0
54,759.0,2895.0,1460.0,46.781445110041396,52.0
55,760.0,2895.0,1460.0,46.781445110041396,52.0
56,761.0,2895.0,1460.0,46.781445110041396,52.0
57,762.0,2895.0,1460.0,46.781445110041396,52.0
58,763.0,2895.0,1460.0,46.781445110041396,52.0
59,764.0,2895.0,1460.0,46.781445110041396,52.0
60,765.0,2895.0,1460.0,46.781445110041396,52.0
61,766.0,2895.0,1460.0,46.781445110041396,52.0
62,767.0,2895.0,1460.0,46.781445110041396,52.0
63,768.0,2895.0,1460.0,46.781445110041396,52.0
64,769.0,2895.0,1460.0,46.781445110041396,52.0
65,770.0,2895.0,1460.0,46.781445110041396,52.0
66,771.0,2895.0,1460.0,46.781445110041396,52.0
67,772.0,2895.0,1460.0,46.781445110041396,52.0
68,772.0,1338.0,2883.0,62.6321901826513,25.0
69,774.0,657.0,1484.0,335.78363186839,12.0
70,776.0,3017.0,316.0,32.5310746692429,60.0
71,778.0,2762.0,572.0,31.051818267863002,51.0
72,779.0,2652.0,693.0,30.4097290774055,51.0
73,780.0,2567.0,815.0,30.1941531065474,51.0
74,781.0,2482.0,961.0,30.257198175186897,41.0
75,782.0,2397.0,1083.0,29.9985472644701,42.0
76,783.0,2275.0,1204.0,28.7640658453335,42.0
77,784.0,2153.0,1326.0,27.3170192350238,42.0
78,785.0,2068.0,1448.0,26.717148230671,42.0
79,786.0,1959.0,1582.0,25.3844649323133,33.0
80,787.0,1886.0,1703.0,24.8684112636729,33.0
81,792.0,1557.0,1983.0,14.432889673764699,33.0
82,793.0,1472.0,2068.0,10.4558438352599,24.0
83,797.0,1350.0,1715.0,1.6879560305681798,23.0
84,798.0,1217.0,1642.0,355.723588476157,23.0
85,800.0,998.0,1813.0,344.2462269191961,13.0
86,802.0,973.0,2007.0,339.648968133023,14.0
87,806.0,973.0,2032.0,339.109679173131,14.0
88,807.0,1995.0,754.0,17.0789167077784,31.0
89,808.0,341.0,2299.0,302.380692473925,4.0
90,809.0,1995.0,754.0,17.0789167077784,31.0
91,810.0,341.0,2299.0,302.380692473925,4.0
92,811.0,1022.0,1655.0,347.18553645891,23.0
93,812.0,2384.0,1594.0,38.4643316729047,43.0
94,813.0,2762.0,1703.0,49.560897311388,53.0
95,814.0,1496.0,2981.0,116.067719711502,25.0
96,815.0,1995.0,754.0,17.0789167077784,31.0
97,819.0,353.0,1071.0,333.027933904598,2.0
98,820.0,535.0,2275.0,309.487444040674,14.0
99,821.0,1971.0,2908.0,91.1735353947651,35.0
100,824.0,1971.0,2908.0,91.1735353947651,35.0
101,825.0,998.0,3297.0,217.20884779701802,16.0
102,826.0,1338.0,2883.0,62.6321901826513,25.0
103,829.0,377.0,1861.0,318.803962397278,3.0
104,830.0,2749.0,1740.0,50.1965265794094,53.0
105,831.0,1314.0,2920.0,180.0,25.0
106,832.0,438.0,1934.0,318.6364080988521,3.0
107,833.0,596.0,1886.0,325.49737465482497,13.0
108,834.0,596.0,1813.0,327.34115839180697,13.0
109,835.0,620.0,1910.0,325.762333122997,13.0
110,838.0,961.0,2238.0,332.571459845939,14.0
111,839.0,1095.0,2348.0,338.85734749311797,24.0
112,840.0,998.0,3285.0,218.048416759309,16.0
113,841.0,474.0,1727.0,325.213353234357,3.0
114,842.0,1046.0,2275.0,337.338042135915,24.0
115,843.0,1010.0,2190.0,337.387658047909,24.0
116,846.0,341.0,912.0,334.641320622766,1.0
117,848.0,2895.0,1460.0,46.781445110041396,52.0
118,849.0,1472.0,462.0,3.58932356277978,20.0
119,850.0,2384.0,3114.0,101.96362011676099,46.0
120,851.0,888.0,2165.0,330.591038269634,14.0
121,853.0,633.0,1983.0,324.198339396282,13.0
122,855.0,998.0,3285.0,218.048416759309,16.0
123,857.0,219.0,1764.0,316.918440374094,3.0
124,858.0,231.0,1813.0,315.966531882843,3.0
125,859.0,195.0,1873.0,313.396399302765,3.0
126,860.0,146.0,1983.0,308.950915094441,3.0
127,861.0,2895.0,1472.0,47.02148688076471,52.0
128,863.0,1448.0,1095.0,4.11293401259577,22.0
129,864.0,2749.0,1886.0,53.947628938709094,53.0
130,866.0,3248.0,2786.0,86.66068897803471,65.0
131,868.0,328.0,2555.0,289.646151781154,5.0
132,869.0,195.0,2506.0,289.79355128499003,5.0
133,871.0,280.0,2543.0,289.41421617968604,5.0
134,874.0,2007.0,2859.0,86.92156478602959,45.0
135,876.0,912.0,2421.0,320.675570477106,14.0
136,877.0,1071.0,2409.0,334.221186235077,24.0
137,878.0,1229.0,2384.0,350.872154026621,24.0
138,880.0,1265.0,2238.0,355.879523973839,24.0
139,882.0,985.0,2384.0,328.122631676774,14.0
140,883.0,839.0,2445.0,314.44429868683,14.0
141,885.0,718.0,2567.0,299.67230212339,15.0
142,886.0,839.0,2543.0,307.495213480634,15.0
143,888.0,985.0,2543.0,317.923923859918,15.0
144,891.0,1849.0,2506.0,53.0293070751246,35.0
145,893.0,328.0,973.0,333.64034954250997,1.0
146,894.0,1326.0,2895.0,90.0,25.0
147,895.0,341.0,1448.0,326.995744850792,2.0
